term_id,db,pathway_id,pathway_name,description,pathway_size,overlap_size,Process_primary,Process_all,Generic_parent_flag,is_Metabolism,is_ECM_Remodeling_Adhesion,is_Angiogenesis_Vascular_Hemostasis,is_Immune_Checkpoint_Tcell_Regulation,is_Innate_Immunity_Myeloid_Phagocyte,is_Apoptosis_Survival,is_Stress_Response_DNA_Damage_Autophagy,is_Cell_Cycle_DNA_Replication,is_Cytokine_JAK_STAT_Signaling,is_Oncogenic_GrowthFactor_Signaling,is_Other_Mixed_or_Generic
REACTOME:R-HSA-9764561,REACTOME,R-HSA-9764561,Regulation of CDH1 Function,R-HSA-9764561,61,5,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-9764725,REACTOME,R-HSA-9764725,Negative Regulation of CDH1 Gene Transcription,R-HSA-9764725,63,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-9766229,REACTOME,R-HSA-9766229,Degradation of CDH1,R-HSA-9766229,54,4,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-9768727,REACTOME,R-HSA-9768727,Regulation of CDH1 posttranslational processing and trafficking to plasma membrane,R-HSA-9768727,32,3,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-9768919,REACTOME,R-HSA-9768919,NPAS4 regulates expression of target genes,R-HSA-9768919,22,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-9770562,REACTOME,R-HSA-9770562,mRNA Polyadenylation,R-HSA-9770562,127,3,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-977068,REACTOME,R-HSA-977068,Termination of O-glycan biosynthesis,R-HSA-977068,26,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-977225,REACTOME,R-HSA-977225,Amyloid fiber formation,R-HSA-977225,80,4,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-9772572,REACTOME,R-HSA-9772572,Early SARS-CoV-2 Infection Events,R-HSA-9772572,46,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-9772573,REACTOME,R-HSA-9772573,Late SARS-CoV-2 Infection Events,R-HSA-9772573,84,5,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-9793380,REACTOME,R-HSA-9793380,Formation of paraxial mesoderm,R-HSA-9793380,59,4,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-9816359,REACTOME,R-HSA-9816359,Maternal to zygotic transition (MZT),R-HSA-9816359,109,2,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-9818027,REACTOME,R-HSA-9818027,NFE2L2 regulating anti-oxidant/detoxification enzymes,R-HSA-9818027,20,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-9818030,REACTOME,R-HSA-9818030,NFE2L2 regulating tumorigenic genes,R-HSA-9818030,11,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-9818032,REACTOME,R-HSA-9818032,NFE2L2 regulating MDR associated enzymes,R-HSA-9818032,8,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-9818564,REACTOME,R-HSA-9818564,Epigenetic regulation of gene expression by MLL3 and MLL4 complexes,R-HSA-9818564,103,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-9820448,REACTOME,R-HSA-9820448,Developmental Cell Lineages of the Exocrine Pancreas,R-HSA-9820448,29,2,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-9820841,REACTOME,R-HSA-9820841,M-decay: degradation of maternal mRNAs by maternally stored factors,R-HSA-9820841,46,2,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-9820865,REACTOME,R-HSA-9820865,Z-decay: degradation of maternal mRNAs by zygotically expressed factors,R-HSA-9820865,12,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-9820952,REACTOME,R-HSA-9820952,Respiratory Syncytial Virus Infection Pathway,R-HSA-9820952,133,4,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-9820960,REACTOME,R-HSA-9820960,Respiratory syncytial virus (RSV) attachment and entry,R-HSA-9820960,32,2,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-9820965,REACTOME,R-HSA-9820965,"Respiratory syncytial virus (RSV) genome replication, transcription and translation",R-HSA-9820965,30,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-9821002,REACTOME,R-HSA-9821002,Chromatin modifications during the maternal to zygotic transition (MZT),R-HSA-9821002,39,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-9823730,REACTOME,R-HSA-9823730,Formation of definitive endoderm,R-HSA-9823730,18,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-9824272,REACTOME,R-HSA-9824272,Somitogenesis,R-HSA-9824272,45,4,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-9824439,REACTOME,R-HSA-9824439,Bacterial Infection Pathways,R-HSA-9824439,292,6,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-9824443,REACTOME,R-HSA-9824443,Parasitic Infection Pathways,R-HSA-9824443,245,9,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-9824446,REACTOME,R-HSA-9824446,Viral Infection Pathways,R-HSA-9824446,1264,38,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-9824585,REACTOME,R-HSA-9824585,Regulation of MITF-M-dependent genes involved in pigmentation,R-HSA-9824585,42,2,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-9824594,REACTOME,R-HSA-9824594,Regulation of MITF-M-dependent genes involved in apoptosis,R-HSA-9824594,19,1,Apoptosis_Survival,Apoptosis_Survival,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
REACTOME:R-HSA-9825892,REACTOME,R-HSA-9825892,Regulation of MITF-M-dependent genes involved in cell cycle and proliferation,R-HSA-9825892,18,4,Cell_Cycle_DNA_Replication,Cell_Cycle_DNA_Replication,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
REACTOME:R-HSA-9825895,REACTOME,R-HSA-9825895,"Regulation of MITF-M-dependent genes involved in DNA replication, damage repair and senescence",R-HSA-9825895,6,1,Cell_Cycle_DNA_Replication,Cell_Cycle_DNA_Replication,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
REACTOME:R-HSA-982772,REACTOME,R-HSA-982772,Growth hormone receptor signaling,R-HSA-982772,24,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-9827857,REACTOME,R-HSA-9827857,Specification of primordial germ cells,R-HSA-9827857,12,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-9828806,REACTOME,R-HSA-9828806,Maturation of hRSV A proteins,R-HSA-9828806,24,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-983168,REACTOME,R-HSA-983168,Antigen processing: Ubiquitination & Proteasome degradation,R-HSA-983168,296,8,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-983169,REACTOME,R-HSA-983169,Class I MHC mediated antigen processing & presentation,R-HSA-983169,378,12,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-983170,REACTOME,R-HSA-983170,"Antigen Presentation: Folding, assembly and peptide loading of class I MHC",R-HSA-983170,31,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-983231,REACTOME,R-HSA-983231,Factors involved in megakaryocyte development and platelet production,R-HSA-983231,159,1,Angiogenesis_Vascular_Hemostasis,Angiogenesis_Vascular_Hemostasis,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
REACTOME:R-HSA-9833109,REACTOME,R-HSA-9833109,Evasion by RSV of host interferon responses,R-HSA-9833109,37,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-9833110,REACTOME,R-HSA-9833110,RSV-host interactions,R-HSA-9833110,109,3,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-9833482,REACTOME,R-HSA-9833482,PKR-mediated signaling,R-HSA-9833482,81,2,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-9836573,REACTOME,R-HSA-9836573,Mitochondrial RNA degradation,R-HSA-9836573,25,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-983695,REACTOME,R-HSA-983695,Antigen activates B Cell Receptor (BCR) leading to generation of second messengers,R-HSA-983695,95,2,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-983705,REACTOME,R-HSA-983705,Signaling by the B Cell Receptor (BCR),R-HSA-983705,162,9,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-983712,REACTOME,R-HSA-983712,Ion channel transport,R-HSA-983712,183,10,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-9837999,REACTOME,R-HSA-9837999,Mitochondrial protein degradation,R-HSA-9837999,98,6,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-9839373,REACTOME,R-HSA-9839373,Signaling by TGFBR3,R-HSA-9839373,49,2,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-9839394,REACTOME,R-HSA-9839394,TGFBR3 expression,R-HSA-9839394,28,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-9839406,REACTOME,R-HSA-9839406,TGFBR3 regulates activin signaling,R-HSA-9839406,4,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-9839923,REACTOME,R-HSA-9839923,Dengue Virus Infection,R-HSA-9839923,368,17,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-9841251,REACTOME,R-HSA-9841251,Mitochondrial unfolded protein response (UPRmt),R-HSA-9841251,18,3,Stress_Response_DNA_Damage_Autophagy,Stress_Response_DNA_Damage_Autophagy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
REACTOME:R-HSA-9841922,REACTOME,R-HSA-9841922,MLL4 and MLL3 complexes regulate expression of PPARG target genes in adipogenesis and hepatic steatosis,R-HSA-9841922,103,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-9842860,REACTOME,R-HSA-9842860,Regulation of endogenous retroelements,R-HSA-9842860,111,2,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-9843743,REACTOME,R-HSA-9843743,Transcriptional regulation of brown and beige adipocyte differentiation,R-HSA-9843743,31,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-9843745,REACTOME,R-HSA-9843745,Adipogenesis,R-HSA-9843745,110,2,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-9843940,REACTOME,R-HSA-9843940,Regulation of endogenous retroelements by KRAB-ZFP proteins,R-HSA-9843940,76,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-9844594,REACTOME,R-HSA-9844594,Transcriptional regulation of brown and beige adipocyte differentiation by EBF2,R-HSA-9844594,31,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-9845323,REACTOME,R-HSA-9845323,Regulation of endogenous retroelements by Piwi-interacting RNAs (piRNAs),R-HSA-9845323,66,2,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-9845576,REACTOME,R-HSA-9845576,Glycosphingolipid transport,R-HSA-9845576,8,1,Metabolism,Metabolism,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
REACTOME:R-HSA-9851695,REACTOME,R-HSA-9851695,Epigenetic regulation of adipogenesis genes by MLL3 and MLL4 complexes,R-HSA-9851695,103,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-9854311,REACTOME,R-HSA-9854311,Maturation of TCA enzymes and regulation of TCA cycle,R-HSA-9854311,20,1,Metabolism,Metabolism,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
REACTOME:R-HSA-9854907,REACTOME,R-HSA-9854907,Regulation of MITF-M dependent genes involved in metabolism,R-HSA-9854907,3,1,Metabolism,Metabolism,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
REACTOME:R-HSA-9854909,REACTOME,R-HSA-9854909,Regulation of MITF-M dependent genes involved in invasion,R-HSA-9854909,4,2,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-9855142,REACTOME,R-HSA-9855142,Cellular responses to mechanical stimuli,R-HSA-9855142,103,6,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-9856530,REACTOME,R-HSA-9856530,High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cells,R-HSA-9856530,69,4,Angiogenesis_Vascular_Hemostasis,Angiogenesis_Vascular_Hemostasis;Stress_Response_DNA_Damage_Autophagy,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
REACTOME:R-HSA-9856532,REACTOME,R-HSA-9856532,Mechanical load activates signaling by PIEZO1 and integrins in osteocytes,R-HSA-9856532,17,1,ECM_Remodeling_Adhesion,ECM_Remodeling_Adhesion,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
REACTOME:R-HSA-9856649,REACTOME,R-HSA-9856649,Transcriptional and post-translational regulation of MITF-M expression and activity,R-HSA-9856649,62,5,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-9856651,REACTOME,R-HSA-9856651,MITF-M-dependent gene expression,R-HSA-9856651,109,8,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-9856872,REACTOME,R-HSA-9856872,Malate-aspartate shuttle,R-HSA-9856872,9,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-9857377,REACTOME,R-HSA-9857377,Regulation of MITF-M-dependent genes involved in lysosome biogenesis and autophagy,R-HSA-9857377,17,2,Stress_Response_DNA_Damage_Autophagy,Stress_Response_DNA_Damage_Autophagy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
REACTOME:R-HSA-9860927,REACTOME,R-HSA-9860927,"Turbulent (oscillatory, disturbed) flow shear stress activates signaling by PIEZO1 and integrins in endothelial cells",R-HSA-9860927,31,2,ECM_Remodeling_Adhesion,ECM_Remodeling_Adhesion;Angiogenesis_Vascular_Hemostasis;Stress_Response_DNA_Damage_Autophagy,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
REACTOME:R-HSA-9860931,REACTOME,R-HSA-9860931,Response of endothelial cells to shear stress,R-HSA-9860931,93,5,Angiogenesis_Vascular_Hemostasis,Angiogenesis_Vascular_Hemostasis;Stress_Response_DNA_Damage_Autophagy,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
REACTOME:R-HSA-9861718,REACTOME,R-HSA-9861718,Regulation of pyruvate metabolism,R-HSA-9861718,33,3,Metabolism,Metabolism,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
REACTOME:R-HSA-9864848,REACTOME,R-HSA-9864848,Complex IV assembly,R-HSA-9864848,48,3,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-9865881,REACTOME,R-HSA-9865881,Complex III assembly,R-HSA-9865881,26,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-9907900,REACTOME,R-HSA-9907900,Proteasome assembly,R-HSA-9907900,52,3,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-9909396,REACTOME,R-HSA-9909396,Circadian clock,R-HSA-9909396,112,5,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-9909505,REACTOME,R-HSA-9909505,Modulation of host responses by IFN-stimulated genes,R-HSA-9909505,19,1,Cytokine_JAK_STAT_Signaling,Cytokine_JAK_STAT_Signaling,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
REACTOME:R-HSA-9909615,REACTOME,R-HSA-9909615,Regulation of PD-L1(CD274) Post-translational modification,R-HSA-9909615,86,9,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-9909620,REACTOME,R-HSA-9909620,Regulation of PD-L1(CD274) translation,R-HSA-9909620,24,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-9909648,REACTOME,R-HSA-9909648,Regulation of PD-L1(CD274) expression,R-HSA-9909648,178,11,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-9909649,REACTOME,R-HSA-9909649,Regulation of PD-L1(CD274) transcription,R-HSA-9909649,70,3,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-9912633,REACTOME,R-HSA-9912633,"Antigen processing: Ub, ATP-independent proteasomal degradation",R-HSA-9912633,19,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-9913351,REACTOME,R-HSA-9913351,Formation of the dystrophin-glycoprotein complex (DGC),R-HSA-9913351,36,3,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-9917777,REACTOME,R-HSA-9917777,Epigenetic regulation by WDR5-containing histone modifying complexes,R-HSA-9917777,135,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-9918432,REACTOME,R-HSA-9918432,Maturation of DENV proteins,R-HSA-9918432,52,3,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-9918476,REACTOME,R-HSA-9918476,Assembly and Release of Dengue Virus Virions,R-HSA-9918476,9,2,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
